RID,原文斷詞,原文出題,原文答案,原文規則,原文出題規則,原文出題答案
316,隱士_人1 長長的_z1 嘆_v1 了_y1 一_m1 口_q1 氣_物1 ，_w1 伸_v2 出手_v3 指頭_物2 向_p1 老虎_物3 一_d1 指_v4 ，_w2 又_d2 把_p2 大_a1 老虎_人2 變成_v5 了_y2 原來_b1 的_u1 那_r1 隻_q2 小_a2 老鼠_物4 。_w3,隱士長長的嘆了一口氣，伸出手指頭向誰一隻，又把大老虎變了原來那隻小老鼠?,老虎,人1 + z1 + v1 + y1 + m1 + q1 + 物1 + w1 + v2 + v3 + 物2 + p1 + 物3 + d1 + v4 + w2 + d2 + p2 + a1 + 人2 + v5 + y2 + b1 + u1 + r1 + q2 + a2 + 物4 + w3,人1 + z1 + v1 + y1 + m1 + q1 + 物1 + w1 + v2 + v3 + 物2 + p1 + 誰 + m1 + q2 + w1 + d2 + p2 + a1 + 物3 + y1 + b1 + r1 + q2 + a2 + 物4,人2
317,隱士_人1 長長的_z1 嘆_v1 了_y1 一_m1 口_q1 氣_物1 ，_w1 伸_v2 出手_v3 指頭_物2 向_p1 老虎_物3 一_d1 指_v4 ，_w2 又_d2 把_p2 大_a1 老虎_人2 變成_v5 了_y2 原來_b1 的_u1 那_r1 隻_q2 小_a2 老鼠_物4 。_w3,隱士長長的嘆了一口氣，伸出手指頭向老虎一隻，又把誰變了原來那隻小老鼠?,老虎,人1 + z1 + v1 + y1 + m1 + q1 + 物1 + w1 + v2 + v3 + 物2 + p1 + 物3 + d1 + v4 + w2 + d2 + p2 + a1 + 人2 + v5 + y2 + b1 + u1 + r1 + q2 + a2 + 物4 + w3,人1 + z1 + v1 + y1 + m1 + q1 + 物1 + w1 + v2 + v3 + 物2 + p1 + 物3 + m1 + q2 + w1 + d2 + p2 + 誰 + y1 + b1 + r1 + q2 + a2 + 物4,人2
318,隱士_人1 長長的_z1 嘆_v1 了_y1 一_m1 口_q1 氣_物1 ，_w1 伸_v2 出手_v3 指頭_物2 向_p1 老虎_物3 一_d1 指_v4 ，_w2 又_d2 把_p2 大_a1 老虎_人2 變成_v5 了_y2 原來_b1 的_u1 那_r1 隻_q2 小_a2 老鼠_物4 。_w3,隱士長長的嘆了一口氣，伸出手指頭向老虎一隻，又把大老虎變了誰?,老虎,人1 + z1 + v1 + y1 + m1 + q1 + 物1 + w1 + v2 + v3 + 物2 + p1 + 物3 + d1 + v4 + w2 + d2 + p2 + a1 + 人2 + v5 + y2 + b1 + u1 + r1 + q2 + a2 + 物4 + w3,人1 + z1 + v1 + y1 + m1 + q1 + 物1 + w1 + v2 + v3 + 物2 + p1 + 物3 + m1 + q2 + w1 + d2 + p2 + a1 + 物3 + y1 + 誰,人2
319,十一月_物1 十六日_時1 那天_物2 晚上_時2 ，_w1 月亮_物3 圓_a1 ，_w2 也_d1 特別_d2 亮_a2,十一月十六日的何時，月亮特別圓，也特別亮?,晚上,物1 + 時1 + 物2 + 時2 + w1 + 物3 + a1 + w2 + d1 + d2 + a2,物1 + 時1 + 何時 + w1 + 物3 + d2 + a1 + w1 + d1 + d2 + a2,時2
320,十一月_物1 十六日_時1 那天_物2 晚上_時2 ，_w1 月亮_物3 圓_a1 ，_w2 也_d1 特別_d2 亮_a2,十一月十六日那天晚上，什麼特別圓，也特別亮?,月亮,物1 + 時1 + 物2 + 時2 + w1 + 物3 + a1 + w2 + d1 + d2 + a2,物1 + 時1 + 物2 + 時2 + w1 + 什麼 + d2 + a1 + w1 + d1 + d2 + a2,物3
321,我_人1 跟_p1 家人_物1 媽媽_n1 精心_a1 製作_v1 的_u1 水燈_物2 ，_w1 到_v2 河邊_物3 放水_v3 燈_物4 。_w2,誰跟家人提著媽媽精心製作的水燈，到河邊去放水燈?,我,人1 + p1 + 物1 + n1 + a1 + v1 + u1 + 物2 + w1 + v2 + 物3 + v3 + 物4 + w2,誰 + p1 + 物1 + n1 + a1 + v1 + u1 + 物2 + w1 + v2 + 物3 + v3 + 物4,人1
322,我_人1 跟_p1 家人_物1 媽媽_n1 精心_a1 製作_v1 的_u1 水燈_物2 ，_w1 到_v2 河邊_物3 放水_v3 燈_物4 。_w2,我跟家人提著媽媽精心製作的水燈，到河邊去放什麼?,燈,人1 + p1 + 物1 + n1 + a1 + v1 + u1 + 物2 + w1 + v2 + 物3 + v3 + 物4 + w2,人1 + p1 + 物1 + n1 + a1 + v1 + u1 + 物2 + w1 + v2 + 物3 + 什麼,物4
323,我_人1 跟_p1 家人_物1 媽媽_n1 精心_a1 製作_v1 的_u1 水燈_物2 ，_w1 到_v2 河邊_物3 放水_v3 燈_物4 。_w2,我跟家人提著媽媽精心製作的什麼，到河邊去放水燈?,水燈,人1 + p1 + 物1 + n1 + a1 + v1 + u1 + 物2 + w1 + v2 + 物3 + v3 + 物4 + w2,人1 + p1 + 物1 + n1 + a1 + v1 + u1 + 什麼 + w1 + v2 + 物3 + v3 + 物4,物2
324,再_d1 把_p1 長長的_z1 樹葉_物1 ，_w1 摺_v1 成_v2 蓮花_物2 的_u1 花瓣_物3,再把長長的什麼，摺成蓮花的花瓣?,樹葉,d1 + p1 + z1 + 物1 + w1 + v1 + v2 + 物2 + u1 + 物3,d1 + p1 + z1 + 什麼 + w1 + v1 + v2 + 物2 + u1 + 物3,物1
325,媽媽_人1 把_p1 蠟燭_物1 點燃_v1 之後_f1 ，_w1 就_d1 把_p2 水_物2 燈_n1 慢慢_d2 的_u1 放_v2 進_v3 河裡_物3,誰把蠟燭點燃之後，就把水燈慢慢的放進河裡?,媽媽,人1 + p1 + 物1 + v1 + f1 + w1 + d1 + p2 + 物2 + n1 + d2 + u1 + v2 + v3 + 物3,誰 + p1 + 物1 + v1 + f1 + w1 + d1 + p1 + 物2 + n1 + d2 + u1 + v2 + v3 + 物3,人1
326,媽媽_人1 把_p1 蠟燭_物1 點燃_v1 之後_f1 ，_w1 就_d1 把_p2 水_物2 燈_n1 慢慢_d2 的_u1 放_v2 進_v3 河裡_物3,媽媽把什麼點燃之後，就把水燈慢慢的放進河裡?,蠟燭,人1 + p1 + 物1 + v1 + f1 + w1 + d1 + p2 + 物2 + n1 + d2 + u1 + v2 + v3 + 物3,人1 + p1 + 什麼 + v1 + f1 + w1 + d1 + p1 + 物2 + n1 + d2 + u1 + v2 + v3 + 物3,物1
327,媽媽_人1 把_p1 蠟燭_物1 點燃_v1 之後_f1 ，_w1 就_d1 把_p2 水_物2 燈_n1 慢慢_d2 的_u1 放_v2 進_v3 河裡_物3,媽媽把蠟燭點燃之後，就把什麼慢慢的放進河裡?,水,人1 + p1 + 物1 + v1 + f1 + w1 + d1 + p2 + 物2 + n1 + d2 + u1 + v2 + v3 + 物3,人1 + p1 + 物1 + v1 + f1 + w1 + d1 + p1 + 什麼 + d2 + u1 + v2 + v3 + 物3,物2
328,媽媽_人1 告訴_v1 我們_人2 ，_w1 原本_d1 放水_v2 燈_物1 是_vshi1 要_v3 祭拜_v4 河神_物2 的_u1,誰告訴我們，原本放水燈是要祭拜河神的?,媽媽,人1 + v1 + 人2 + w1 + d1 + v2 + 物1 + vshi1 + v3 + v4 + 物2 + u1,誰 + v1 + 人2 + w1 + d1 + v2 + 物1 + vshi1 + v3 + v4 + 物2 + u1,人1
329,媽媽_人1 告訴_v1 我們_人2 ，_w1 原本_d1 放水_v2 燈_物1 是_vshi1 要_v3 祭拜_v4 河神_物2 的_u1,媽媽告訴我們，原本放什麼是要祭拜河神的?,燈,人1 + v1 + 人2 + w1 + d1 + v2 + 物1 + vshi1 + v3 + v4 + 物2 + u1,人1 + v1 + 人2 + w1 + d1 + 什麼 + vshi1 + v3 + v4 + 物2 + u1,物1
330,現在_時1 放水_v1 燈_物1 的_u1 人_物2 ，_w1 除了_p1 請_v2 河神_人1 帶走_v3 災難_人2 也_d1 把_p2 自己_人3 的_u2 心願_物3 告訴_v4 河神_物4 ，_w2 請求_v5 神明_物5 的_u3 保佑_物6,現在放水燈的人，除了請誰帶走災難，也把自己的心願告訴誰，請求神明的保佑,河神,時1 + v1 + 物1 + u1 + 物2 + w1 + p1 + v2 + 人1 + v3 + 人2 + d1 + p2 + 人3 + u2 + 物3 + v4 + 物4 + w2 + v5 + 物5 + u3 + 物6,時1 + v1 + 物1 + u1 + 物2 + w1 + p1 + v2 + 誰 + v3 + 人2 + w1 + d1 + p2 + 人3 + u1 + 物3 + v4 + 誰 + w1 + v2 + 物5 + u1 + 物6,人1
331,大家_人1 站_v1 在_p1 河邊_物1 ，_w1 輕輕的_z1 把_p2 水_物2 燈_物3 河裡_s1,大家站在河邊，輕輕的把什麼放入河裡?,水,人1 + v1 + p1 + 物1 + w1 + z1 + p2 + 物2 + 物3 + s1,人1 + v1 + p1 + 物1 + w1 + z1 + p2 + 什麼 + s1,物2
332,雙手_人1 合十_nrf1 向_p1 神明_物1 許願_v1 ，_w1 請求_v2 神明_物2 的_u1 保佑_物3,雙手合十向神明許願，請求神明的什麼?,保佑,人1 + nrf1 + p1 + 物1 + v1 + w1 + v2 + 物2 + u1 + 物3,人1 + nrf1 + p1 + 物1 + v1 + w1 + v2 + 物1 + u1 + 什麼,物3
333,我們_人1 知道_v1 ，_w1 過_u1 去_v2 的_u2 災難_人2 都_d1 隨_v3 著水燈_物1 消失_v4 了_y1 ，_w2 美好_a1 的_u3 未來_t1 正在_d2 等_v5 著_v6 我們_r1 。_w3,我們知道，過去的災難都隨著什麼消失了，美好的未來正在等著我們?,著水燈,人1 + v1 + w1 + u1 + v2 + u2 + 人2 + d1 + v3 + 物1 + v4 + y1 + w2 + a1 + u3 + t1 + d2 + v5 + v6 + r1 + w3,人1 + v1 + w1 + u1 + v2 + u2 + 人2 + d1 + v3 + v6 + 什麼 + v4 + y1 + w1 + a1 + u2 + t1 + d2 + v5 + v6 + 人1,物1
334,紅色_人1 珊瑚_物1 的_u1 附近_f1 ，_w1 有_vyou1 張開_v1 的_u2 海葵_物2 。_w2,紅色珊瑚的附近，有張開的什麼?,海葵,人1 + 物1 + u1 + f1 + w1 + vyou1 + v1 + u2 + 物2 + w2,人1 + 物1 + u1 + f1 + w1 + vyou1 + v1 + u1 + 什麼,物2
335,像_p1 遊客_物1 來來往往_v1 ，_w1 是_vshi1 一群群_m1 的_u1 彩魚_物2 。_w2,像遊客來來往往，是一群群的什麼?,彩魚,p1 + 物1 + v1 + w1 + vshi1 + m1 + u1 + 物2 + w2,p1 + 物1 + v1 + w1 + vshi1 + m1 + u1 + 什麼,物2
336,燈籠_人1 魚_人2 日夜_d1 不_d2 分_v1 ，_w1 出門_v2 都_d3 帶_v3 著_v4 燈籠_物1 。_w2,誰日夜不分，出門都帶著燈籠?,魚,人1 + 人2 + d1 + d2 + v1 + w1 + v2 + d3 + v3 + v4 + 物1 + w2,誰 + d1 + d2 + v1 + w1 + v2 + d3 + v3 + v4 + 人1,人2
337,燈籠_人1 魚_人2 日夜_d1 不_d2 分_v1 ，_w1 出門_v2 都_d3 帶_v3 著_v4 燈籠_物1 。_w2,燈籠魚日夜不分，出門都帶著什麼?,燈籠,人1 + 人2 + d1 + d2 + v1 + w1 + v2 + d3 + v3 + v4 + 物1 + w2,人1 + 人2 + d1 + d2 + v1 + w1 + v2 + d3 + v3 + v4 + 什麼,物1
338,獅子魚_人1 不_d1 像_v1 獅子_物1 ，_w1 卻_d2 像_v2 一_m1 隻_q1 花_a1 蝴蝶_物2 。_w2,誰不像獅子，卻像一隻花蝴蝶?,獅子魚,人1 + d1 + v1 + 物1 + w1 + d2 + v2 + m1 + q1 + a1 + 物2 + w2,誰 + d1 + v1 + 物1 + w1 + d2 + v1 + m1 + q1 + a1 + 物2,人1
339,獅子魚_人1 不_d1 像_v1 獅子_物1 ，_w1 卻_d2 像_v2 一_m1 隻_q1 花_a1 蝴蝶_物2 。_w2,獅子魚不像什麼，卻像一隻花蝴蝶?,獅子,人1 + d1 + v1 + 物1 + w1 + d2 + v2 + m1 + q1 + a1 + 物2 + w2,人1 + d1 + v1 + 什麼 + w1 + d2 + v1 + m1 + q1 + a1 + 物2,物1
340,獅子魚_人1 不_d1 像_v1 獅子_物1 ，_w1 卻_d2 像_v2 一_m1 隻_q1 花_a1 蝴蝶_物2 。_w2,獅子魚不像獅子，卻像一隻什麼?,蝴蝶,人1 + d1 + v1 + 物1 + w1 + d2 + v2 + m1 + q1 + a1 + 物2 + w2,人1 + d1 + v1 + 物1 + w1 + d2 + v1 + m1 + q1 + 什麼,物2
341,孔子_人1 說_v1 ：_w1 「_w2 能_v2 養活_v3 父母_物1 是_vshi1 孝_物2 的_u1 行為_物3 。_w3 」_w4,誰說:「 能養活父母是孝的行為。」?,孔子,人1 + v1 + w1 + w2 + v2 + v3 + 物1 + vshi1 + 物2 + u1 + 物3 + w3 + w4,誰 + v1 + w2 + v2 + v3 + 物1 + vshi1 + 物2 + u1 + 物3 + w3 + w4,人1
342,所以_c1 孝順_v1 父母_物1 ，_w1 不只_c2 是_vshi1 給_p1 父母_物2 溫飽_物3 ，_w2 還要_d1 有_vyou1 好_a1 的_u1 態度_物4 才_d2 是_vshi2 孝_物5 。_w3,所以孝順父母，不只是給父母溫飽，還要有好的什麼才是孝?,態度,c1 + v1 + 物1 + w1 + c2 + vshi1 + p1 + 物2 + 物3 + w2 + d1 + vyou1 + a1 + u1 + 物4 + d2 + vshi2 + 物5 + w3,c1 + v1 + 物1 + w1 + c2 + vshi1 + p1 + 物1 + 物3 + w1 + d1 + vyou1 + a1 + u1 + 什麼 + d2 + vshi1 + 物5,物4
343,我們_人1 不_d1 只_d2 是_vshi1 幫_v1 父母親_物1 做事_v2 ，_w1 給_p1 父母_物2 喝酒_v3 ，_w2 吃_v4 肉_物3,我們不只是幫父母做事，給父母喝酒，吃什麼?,肉,人1 + d1 + d2 + vshi1 + v1 + 物1 + v2 + w1 + p1 + 物2 + v3 + w2 + v4 + 物3,人1 + d1 + d2 + vshi1 + v1 + 物2 + v2 + w1 + p1 + 物2 + v3 + w1 + v4 + 什麼,物3
344,如果_c1 不_d1 給_v1 好_a1 臉色_物1 ，_w1 就_d2 不_d3 算是_v2 孝順_v3 了_y1 。_w2,如果不給好的什麼，就不算是孝順了?,臉色,c1 + d1 + v1 + a1 + 物1 + w1 + d2 + d3 + v2 + v3 + y1 + w2,c1 + d1 + v1 + a1 + 什麼 + w1 + d2 + d1 + v2 + v3 + y1,物1
345,他們_人1 駕_v1 著_v2 自己_人2 所_u1 造_v3 的_u2 飛機_物1 ，_w1 終於_d1 平穩_a1 的_u3 飛_v4 起來_v5 了_y1,他們駕著自己所造的什麼，終於平穩的飛起來了?,飛機,人1 + v1 + v2 + 人2 + u1 + v3 + u2 + 物1 + w1 + d1 + a1 + u3 + v4 + v5 + y1,人1 + v1 + v2 + 人2 + u1 + v3 + u2 + 什麼 + w1 + d1 + a1 + u2 + v4 + v5 + y1,物1
346,從前_時1 有_vyou1 一個_m1 人_物1 ，_w1 種_v1 了_y1 許多_m2 漆樹_物2 。_w2,從前有一個人，種了許多什麼?,漆樹,時1 + vyou1 + m1 + 物1 + w1 + v1 + y1 + m2 + 物2 + w2,時1 + vyou1 + m1 + 物1 + w1 + v1 + y1 + m2 + 什麼,物2
347,他_人1 每年_r1 割_v1 樹皮_物1 取_v2 樹_物2 汁_物3 ，_w1 把_p1 樹汁_物4 在_p2 木桶_物5 裡_f1 ，_w2 運_v3 到_v4 大_a1 城市_物6 去_v5 賣_v6 。_w3,他每年割什麼取樹汁，把樹汁裝在木桶裡，運到大城市去賣?,樹皮,人1 + r1 + v1 + 物1 + v2 + 物2 + 物3 + w1 + p1 + 物4 + p2 + 物5 + f1 + w2 + v3 + v4 + a1 + 物6 + v5 + v6 + w3,人1 + r1 + v1 + 什麼 + v2 + 物2 + 物3 + w1 + p1 + 物2 + 物3 + p2 + 物5 + f1 + w1 + v3 + v4 + a1 + 物6 + v5 + v6,物1
348,他_人1 每年_r1 割_v1 樹皮_物1 取_v2 樹_物2 汁_物3 ，_w1 把_p1 樹汁_物4 在_p2 木桶_物5 裡_f1 ，_w2 運_v3 到_v4 大_a1 城市_物6 去_v5 賣_v6 。_w3,他每年割樹皮取什麼，把什麼裝在木桶裡，運到大城市去賣?,樹,人1 + r1 + v1 + 物1 + v2 + 物2 + 物3 + w1 + p1 + 物4 + p2 + 物5 + f1 + w2 + v3 + v4 + a1 + 物6 + v5 + v6 + w3,人1 + r1 + v1 + 物1 + v2 + 什麼 + w1 + p1 + 什麼 + p2 + 物5 + f1 + w1 + v3 + v4 + a1 + 物6 + v5 + v6,物2
349,他_人1 每年_r1 割_v1 樹皮_物1 取_v2 樹_物2 汁_物3 ，_w1 把_p1 樹汁_物4 在_p2 木桶_物5 裡_f1 ，_w2 運_v3 到_v4 大_a1 城市_物6 去_v5 賣_v6 。_w3,他每年割樹皮取樹汁，把樹汁裝在什麼裡，運到大城市去賣?,木桶,人1 + r1 + v1 + 物1 + v2 + 物2 + 物3 + w1 + p1 + 物4 + p2 + 物5 + f1 + w2 + v3 + v4 + a1 + 物6 + v5 + v6 + w3,人1 + r1 + v1 + 物1 + v2 + 物2 + 物3 + w1 + p1 + 物2 + 物3 + p2 + 什麼 + f1 + w1 + v3 + v4 + a1 + 物6 + v5 + v6,物5
350,大_a1 城市_人1 裡_f1 的_u1 商人_人2 都_d1 知道_v1 他_r1 賣_v2 的_u2 漆_物1 最_d2 純_a2 了_y1 ，_w1 所以_c1 都_d3 樂意_v3 向_p1 他_r2 買_v4 。_w2,大城市的商人都知道他賣的什麼最純了，所以都樂意向他買?,漆,a1 + 人1 + f1 + u1 + 人2 + d1 + v1 + r1 + v2 + u2 + 物1 + d2 + a2 + y1 + w1 + c1 + d3 + v3 + p1 + r2 + v4 + w2,a1 + 人1 + u1 + 人2 + d1 + v1 + r1 + v2 + u1 + 什麼 + d2 + a2 + y1 + w1 + c1 + d1 + v3 + p1 + r1 + v4,物1
351,只要_c1 把_p1 漆樹_人1 的_u1 葉子_物1 煮_v1 成_v2 膏_物2 ，_w1 加_v3 到_v4 生漆_物3 裡_f1 ，_w2 就_d1 可以_v5 讓_v6 漆汁_物4 變_v7 得_u2 更_d2 多_a1,只要把漆樹的什麼煮成膏加到生漆裡，就可以讓漆汁變得更多?,葉子,c1 + p1 + 人1 + u1 + 物1 + v1 + v2 + 物2 + w1 + v3 + v4 + 物3 + f1 + w2 + d1 + v5 + v6 + 物4 + v7 + u2 + d2 + a1,c1 + p1 + 人1 + u1 + 什麼 + v1 + v2 + 物2 + v3 + v4 + 物3 + f1 + w1 + d1 + v5 + v6 + 物4 + v7 + u2 + d2 + a1,物1
352,只要_c1 把_p1 漆樹_人1 的_u1 葉子_物1 煮_v1 成_v2 膏_物2 ，_w1 加_v3 到_v4 生漆_物3 裡_f1 ，_w2 就_d1 可以_v5 讓_v6 漆汁_物4 變_v7 得_u2 更_d2 多_a1,只要把漆樹的葉子煮成膏加到什麼裡，就可以讓漆汁變得更多?,生漆,c1 + p1 + 人1 + u1 + 物1 + v1 + v2 + 物2 + w1 + v3 + v4 + 物3 + f1 + w2 + d1 + v5 + v6 + 物4 + v7 + u2 + d2 + a1,c1 + p1 + 人1 + u1 + 物1 + v1 + v2 + 物2 + v3 + v4 + 什麼 + f1 + w1 + d1 + v5 + v6 + 物4 + v7 + u2 + d2 + a1,物3
353,只要_c1 把_p1 漆樹_人1 的_u1 葉子_物1 煮_v1 成_v2 膏_物2 ，_w1 加_v3 到_v4 生漆_物3 裡_f1 ，_w2 就_d1 可以_v5 讓_v6 漆汁_物4 變_v7 得_u2 更_d2 多_a1,只要把漆樹的葉子煮成膏加到生漆裡，就可以讓什麼變得更多?,漆汁,c1 + p1 + 人1 + u1 + 物1 + v1 + v2 + 物2 + w1 + v3 + v4 + 物3 + f1 + w2 + d1 + v5 + v6 + 物4 + v7 + u2 + d2 + a1,c1 + p1 + 人1 + u1 + 物1 + v1 + v2 + 物2 + v3 + v4 + 物3 + f1 + w1 + d1 + v5 + v6 + 什麼 + v7 + u2 + d2 + a1,物4
354,如果_c1 我_人1 賣_v1 假_a1 漆_物1 ，_w1 我_人2 就_d1 是_vshi1 騙子_物2,如果我賣什麼，我就是騙子?,漆,c1 + 人1 + v1 + a1 + 物1 + w1 + 人2 + d1 + vshi1 + 物2,c1 + 人1 + v1 + 什麼 + w1 + 人1 + d1 + vshi1 + 物2,物1
355,他_人1 的_u1 四周_f1 有_vyou1 一_m1 群_q1 小小的_z1 人兒_物1 ，_w1 一個個_m2 拿_v1 著_v2 弓箭_物2 ，_w2 把_p1 箭頭_人2 對準_v3 了_y1 他_r1,他的四周有一群小小的人兒，一個個拿著什麼，把箭頭對準了他?,弓箭,人1 + u1 + f1 + vyou1 + m1 + q1 + z1 + 物1 + w1 + m2 + v1 + v2 + 物2 + w2 + p1 + 人2 + v3 + y1 + r1,人1 + u1 + f1 + vyou1 + m1 + q1 + z1 + 物1 + w1 + m1 + v1 + v2 + 什麼 + w1 + p1 + 人2 + v3 + y1 + 人1,物2
356,他_人1 發現_v1 小人_人2 國_n1 裡_f1 一切_人3 都_d1 小_a1 ，_w1 不但_c1 人_物1 小_a2 ，_w2 連_u1 牛_物2 馬_物3 也_d2 很_d3 小_a3 。_w3,他發現小人國一切都很小，不但人小，連什麼也小？,牛,人1 + v1 + 人2 + n1 + f1 + 人3 + d1 + a1 + w1 + c1 + 物1 + a2 + w2 + u1 + 物2 + 物3 + d2 + d3 + a3 + w3,人1 + v1 + 人2 + n1 + 人3 + d1 + d3 + a1 + w1 + c1 + 物1 + a1 + w1 + u1 + 什麼 + d2 + a1,物2
357,格利佛_人1 等_u1 了_y1 很_d1 久_a1 ，_w1 幸好_d2 有_vyou1 一_m1 條_q1 舊_a2 木船_物1 漂到_v1 島_物2 上_f1,誰等了很久，幸好有一條舊木船漂到島上?,格利佛,人1 + u1 + y1 + d1 + a1 + w1 + d2 + vyou1 + m1 + q1 + a2 + 物1 + v1 + 物2 + f1,誰 + u1 + y1 + d1 + a1 + w1 + d2 + vyou1 + m1 + q1 + a2 + 物1 + v1 + 物2 + f1,人1
358,格利佛_人1 等_u1 了_y1 很_d1 久_a1 ，_w1 幸好_d2 有_vyou1 一_m1 條_q1 舊_a2 木船_物1 漂到_v1 島_物2 上_f1,格利佛等了很久，幸好有一條什麼漂到島上?,木船,人1 + u1 + y1 + d1 + a1 + w1 + d2 + vyou1 + m1 + q1 + a2 + 物1 + v1 + 物2 + f1,人1 + u1 + y1 + d1 + a1 + w1 + d2 + vyou1 + m1 + q1 + 什麼 + v1 + 物2 + f1,物1
359,格利佛_人1 告別_v1 了_y1 小_a1 國王_物1 ，_w1 回到_v2 自己_人2 家鄉_物2 。_w2,誰才告別了小國王，回到自己的家鄉?,格利佛,人1 + v1 + y1 + a1 + 物1 + w1 + v2 + 人2 + 物2 + w2,誰 + v1 + y1 + a1 + 物1 + w1 + v2 + 人2 + 物2,人1
360,我_人1 看見_v1 一個_m1 頭_物1 上_f1 綁_v2 著_v3 紅布條_物2 ，_w1 光_d1 著_v4 上身_人2 的_u1 大_a1 哥哥_物3 走_v5 出_v6 來_v7,我看見一個頭上綁著什麼，光著上身的大哥哥走出來?,紅布條,人1 + v1 + m1 + 物1 + f1 + v2 + v3 + 物2 + w1 + d1 + v4 + 人2 + u1 + a1 + 物3 + v5 + v6 + v7,人1 + v1 + m1 + 物1 + f1 + v2 + v3 + 什麼 + w1 + d1 + v3 + f1 + u1 + a1 + 物3 + v5 + v6 + v7,物2
361,我_人1 看見_v1 一個_m1 頭_物1 上_f1 綁_v2 著_v3 紅布條_物2 ，_w1 光_d1 著_v4 上身_人2 的_u1 大_a1 哥哥_物3 走_v5 出_v6 來_v7,我看見一個頭上綁著紅布條，光著上身的誰走出來?,上身,人1 + v1 + m1 + 物1 + f1 + v2 + v3 + 物2 + w1 + d1 + v4 + 人2 + u1 + a1 + 物3 + v5 + v6 + v7,人1 + v1 + m1 + 物1 + f1 + v2 + v3 + 物2 + w1 + d1 + v3 + f1 + u1 + 誰 + v5 + v6 + v7,人2
362,他_人1 牽_v1 著_v2 一_m1 隻_q1 鱷魚_物1 ，_w1 好像_v3 帶_v4 著_v5 一_m2 條_q2 狗_物2 出來_v6 散步_v7 一樣_u1,他牽著一隻鱷魚，好像帶著一條什麼出來散步一樣?,狗,人1 + v1 + v2 + m1 + q1 + 物1 + w1 + v3 + v4 + v5 + m2 + q2 + 物2 + v6 + v7 + u1,人1 + v1 + v2 + m1 + q1 + 物1 + w1 + v3 + v4 + v2 + m1 + q2 + 什麼 + v6 + v7 + m1,物2
363,今天_t1 老師_人1 帶_v1 我們_人2 去_v2 參觀_v3 育幼院_物1,誰帶我們去參觀育幼院?,老師,t1 + 人1 + v1 + 人2 + v2 + v3 + 物1,誰 + v1 + 人2 + v2 + v3 + 物1,人1
364,今天_t1 老師_人1 帶_v1 我們_人2 去_v2 參觀_v3 育幼院_物1,老師帶誰去參觀育幼院,我們,t1 + 人1 + v1 + 人2 + v2 + v3 + 物1,人1 + v1 + 誰 + v2 + v3 + 物1,人2
365,慈祥_a1 的_u1 育幼院_人1 院長_n1 站_v1 在_p1 大門口_s1 迎接_v2 我們_r1,誰站在大門口迎接我們,育幼院,a1 + u1 + 人1 + n1 + v1 + p1 + s1 + v2 + r1,誰 + v1 + p1 + s1 + v2 + r1,人1
366,他們_人1 沒有_v1 父母_物1,誰沒有父母?,他們,人1 + v1 + 物1,誰 + v1 + 物1,人1
367,院長_人1 希望_v1 我們_人2 把_p1 這裡_人3 的_u1 小朋友_人4 當成_v2 自己_人5 的_u2 弟弟_物1 、_w1 妹妹_物2 看待_v3,誰希望我們把這裡的小朋友當成自己的弟弟、妹妹看待?,院長,人1 + v1 + 人2 + p1 + 人3 + u1 + 人4 + v2 + 人5 + u2 + 物1 + w1 + 物2 + v3,誰 + v1 + 人2 + p1 + 人3 + u1 + 人4 + v2 + 人5 + u1 + 物1 + w1 + 物2 + v3,人1
368,院長_人1 希望_v1 我們_人2 把_p1 這裡_人3 的_u1 小朋友_人4 當成_v2 自己_人5 的_u2 弟弟_物1 、_w1 妹妹_物2 看待_v3,院長希望誰把這裡的小朋友當成自己的弟弟、妹妹看待?,我們,人1 + v1 + 人2 + p1 + 人3 + u1 + 人4 + v2 + 人5 + u2 + 物1 + w1 + 物2 + v3,人1 + v1 + 誰 + p1 + 人3 + u1 + 人4 + v2 + 人5 + u1 + 物1 + w1 + 物2 + v3,人2
369,小朋友_人1 看見_v1 我們_人2 ，_w1 就_d1 扯扯_v2 保_v3 母_物1 的_u1 衣角_物2,誰看見我們，就扯扯保母的衣角,小朋友,人1 + v1 + 人2 + w1 + d1 + v2 + v3 + 物1 + u1 + 物2,誰 + v1 + 人2 + w1 + d1 + v2 + v3 + 物1 + u1 + 物2,人1
370,小朋友_人1 看見_v1 我們_人2 ，_w1 就_d1 扯扯_v2 保_v3 母_物1 的_u1 衣角_物2,小朋友看見誰，就扯扯保母的衣角,我們,人1 + v1 + 人2 + w1 + d1 + v2 + v3 + 物1 + u1 + 物2,人1 + v1 + 誰 + w1 + d1 + v2 + v3 + 物1 + u1 + 物2,人2
371,小朋友_人1 看見_v1 我們_人2 ，_w1 就_d1 扯扯_v2 保_v3 母_物1 的_u1 衣角_物2,小朋友看見我們，就扯扯保母的什麼?,衣角,人1 + v1 + 人2 + w1 + d1 + v2 + v3 + 物1 + u1 + 物2,人1 + v1 + 人2 + w1 + d1 + v2 + v3 + 物1 + u1 + 什麼,物2
