冊/課,課文,題目,long
,"大城市_地方 裡_f 的_uj 商人_人1 
都_d 知道_v 他_人2 賣_v 的_uj 漆_物 最純_a 了_ul ，_x 所以_c 
都_d 樂_a 意向_n 他_人3 買_v 。",大城市的商人都知道他賣的什麼最純了，所以都樂意向他買?,o
,"只要_c 把_p 漆樹_物 
的_uj 葉子_物 煮成_v 膏_物 ，_x 加_v 到_v 生漆_物 裡_zg ，_x 
就_d 可以_c 讓_x 漆汁_物 變_v 得_ud 更_d 多_m",只要把什麼的葉子煮成膏加到生漆裡，就可以讓漆汁變得更多?,o
,"只要_c 把_p 漆樹_物 
的_uj 葉子_物 煮成_v 膏_物 ，_x 加_v 到_v 生漆_物 裡_zg ，_x 
就_d 可以_c 讓_x 漆汁_物 變_v 得_ud 更_d 多_m",只要把漆樹的什麼煮成膏加到生漆裡，就可以讓漆汁變得更多?,o
,"只要_c 把_p 漆樹_物 
的_uj 葉子_物 煮成_v 膏_物 ，_x 加_v 到_v 生漆_物 裡_zg ，_x 
就_d 可以_c 讓_x 漆汁_物 變_v 得_ud 更_d 多_m",只要把漆樹的葉子煮成膏加到什麼裡，就可以讓漆汁變得更多?,o
,"只要_c 把_p 漆樹_物 
的_uj 葉子_物 煮成_v 膏_物 ，_x 加_v 到_v 生漆_物 裡_zg ，_x 
就_d 可以_c 讓_x 漆汁_物 變_v 得_ud 更_d 多_m",只要把漆樹的葉子煮成膏加到生漆裡，就可以讓什麼變得更多?,o
,"如果_c 我_人1 賣_v 假漆_物 ，_x 我_人2 就_d 
是_v 騙子_人3",如果我賣什麼，我就是騙子?,o
,"他_人1 的_uj 四周_m 有_v 一_m 
群_n 小小的_z 人兒_人2 ，_x 一個個_m 拿著_v 弓箭_物 
，_x 把_p 箭頭_物 對準_v 了_ul 他_人3",他的四周有一群小小的人兒，一個個拿著什麼，把箭頭對準了他?,o
,"他_人1 的_uj 四周_m 有_v 一_m 
群_n 小小的_z 人兒_人2 ，_x 一個個_m 拿著_v 弓箭_物 
，_x 把_p 箭頭_物 對準_v 了_ul 他_人3",他的四周有一群小小的人兒，一個個拿著弓箭，把什麼對準了他?,o
," 小人國_地方 的_uj 
國王_人2 認為_v 格利佛_人3 很_d 老實_a ，_x 就_d 放_v 了_ul 
他_人3",小人國地方的誰認為格利佛很老實，就放了他?,ｏ
," 小人國_地方 的_uj 
國王_人2 認為_v 格利佛_人3 很_d 老實_a ，_x 就_d 放_v 了_ul 
他_人3",小人國地方的國王認為誰很老實，就放了他?,ｏ
," 小人國_地方 的_uj 
國王_人2 認為_v 格利佛_人3 很_d 老實_a ，_x 就_d 放_v 了_ul 
他_人3",哪裡的國王認為誰很老實，就放了他?,ｏ
,"他_人1 發現_v 小人國_地方 裡_s 一切_r 都_d 
小_a ，_x 不但_c 人_人2 小_a ，_x 連牛馬_物 也_d 很小_a 。",他發現哪裡一切都很小，不但人小，連牛馬也小？,ｏ
,"他_人1 發現_v 小人國_地方 裡_s 一切_r 都_d 
小_a ，_x 不但_c 人_人2 小_a ，_x 連牛馬_物 也_d 很小_a 。",他發現小人國一切都很小，不但人小，連什麼也小？,ｏ
,"因為_c 那裡_r 最大_a 的_uj 船_物 ，_x 
也_d 裝_v 不下_v 他_人3",因為哪裡最大的什麼，也裝不下他?,o
,"格利佛_人1 等_事 了_ul 很久_m ，_x 
幸好_a 有_v 一條_m 舊_a 木船_物 漂到_v 島上_s",誰等了很久，幸好有一條舊木船漂到島上?,o
,"格利佛_人1 等_事 了_ul 很久_m ，_x 
幸好_a 有_v 一條_m 舊_a 木船_物 漂到_v 島上_s",格利佛等了很久，幸好有一條什麼漂到島上?,o
,"格利佛_人2
才_nr 告別_v 了_ul 小國王_人3 ，_x 回到_v 自己_人4
的_uj 家鄉_地方 。",誰才告別了小國王，回到自己的家鄉?,o
,"格利佛_人2
才_nr 告別_v 了_ul 小國王_人3 ，_x 回到_v 自己_人4
的_uj 家鄉_地方 。",格利佛才告別了誰，回到自己的家鄉?,o
,"格利佛_人2
才_nr 告別_v 了_ul 小國王_人3 ，_x 回到_v 自己_人4
的_uj 家鄉_地方 。",格利佛才告別了小國王，回到自己的哪裡?,o
,"我_人1 看見_v 一個_m 頭_n 上_f 綁著_v 
紅布條_物 ，_x 光著_v 上身_v 的_uj 大_n 哥哥_人2 走出_v 
來_zg",我看見一個頭上綁著什麼，光著上身的大哥哥走出來?,ｏ
,"我_人1 看見_v 一個_m 頭_n 上_f 綁著_v 
紅布條_物 ，_x 光著_v 上身_v 的_uj 大_n 哥哥_人2 走出_v 
來_zg",我看見一個頭上綁著紅布條，光著上身的誰走出來?,ｏ
,"他_人3 牽著_v 一_m 隻_y 鱷魚_人4 ，_x 好像_v 帶著_v 
一條_m 狗_物 出來_v 散步_事 一樣_r",他牽著一隻誰，好像帶著一條狗出來散步一樣?,o
,"他_人3 牽著_v 一_m 隻_y 鱷魚_人4 ，_x 好像_v 帶著_v 
一條_m 狗_物 出來_v 散步_事 一樣_r",他牽著一隻鱷魚，好像帶著一條什麼出來散步一樣?,o
L8 L1,今天_時間 老師_人 帶_v 我們_人 去_v 參觀_事 育幼院_地方,誰帶我們去參觀育幼院?,
L8 L1,今天_時間 老師_人 帶_v 我們_人 去_v 參觀_事 育幼院_地方,老師何時帶我們去參觀育幼院?,
L8 L1,今天_時間 老師_人 帶_v 我們_人 去_v 參觀_事 育幼院_地方,老師什麼時間帶我們去參觀育幼院?,
L8 L1,今天_時間 老師_人 帶_v 我們_人 去_v 參觀_事 育幼院_地方,老師帶誰去參觀育幼院,
L8 L1,"慈祥_nr 的_uj 育幼院_地方 院長_人 站_v 在_p 
大_a 門口_s 迎接_v 我們_人",誰站在大門口迎接我們,
L8 L1,"慈祥_nr 的_uj 育幼院_地方 院長_人 站_v 在_p 
大_a 門口_s 迎接_v 我們_人",育幼院院長站在大門口迎接誰,
L8 L1,"這裡_r 的_uj 小朋友_人 大_a 
部分_n 是_v 孤兒_人",這裡的誰大部分是孤兒?,
L8 L1,"這裡_r 的_uj 小朋友_人 大_a 
部分_n 是_v 孤兒_人",這裡的小朋友大部分是誰,
L8 L1,他們_人 沒有_v 父母_人,他們沒有誰?,
L8 L1,他們_人 沒有_v 父母_人,誰沒有父母?,
L8 L1,育幼院_地方 就是_d 他們_人 的_uj 家_n,哪裡就是他們的家?,
L8 L1,育幼院_地方 就是_d 他們_人 的_uj 家_n,育幼院就是誰的的家?,
L8 L1,"院長_人 希望_v 我們_r 把_p 這裡_r 的_uj 小朋友_人 
當成_v 自己_人 的_uj 弟弟_人 、_x 妹妹_人 看待_v",誰希望我們把這裡的小朋友當成自己的弟弟、妹妹看待?,
L8 L1,"院長_人 希望_v 我們_r 把_p 這裡_r 的_uj 小朋友_人 
當成_v 自己_人 的_uj 弟弟_人 、_x 妹妹_人 看待_v",院長希望誰把這裡的小朋友當成自己的弟弟、妹妹看待?,
L8 L1,"小朋友_人 
看見_v 我們_人 ，_x 就_d 扯扯_v 保母_人 的_uj 衣角_物",誰看見我們，就扯扯保母的衣角,
L8 L1,"小朋友_人 
看見_v 我們_人 ，_x 就_d 扯扯_v 保母_人 的_uj 衣角_物",小朋友看見我們，就扯扯誰的衣角,
L8 L1,"小朋友_人 
看見_v 我們_人 ，_x 就_d 扯扯_v 保母_人 的_uj 衣角_物",小朋友看見誰，就扯扯保母的衣角,
L8 L1,"小朋友_人 
看見_v 我們_人 ，_x 就_d 扯扯_v 保母_人 的_uj 衣角_物",小朋友看見我們，就扯扯保母的什麼?,
L8 L1,"保母_n 說_v ：_x 「_x 他們_人 是_v 來_v 和_c 你們_人 做_v 朋友_n 
的_uj 。_x 」",誰說他們是來和你們做朋友的?,
L8 L1,"可愛_v 的_uj 小朋友_人 就_d 
伸出_v 小手_物 ，_x 拉住_v 我們_人 的_uj 手_物",可愛的誰就伸出小手，拉住我們的手,
L8 L1,"可愛_v 的_uj 小朋友_人 就_d 
伸出_v 小手_物 ，_x 拉住_v 我們_人 的_uj 手_物",可愛的小朋友就伸出什麼，拉住我們的手,
L8 L1,"可愛_v 的_uj 小朋友_人 就_d 
伸出_v 小手_物 ，_x 拉住_v 我們_人 的_uj 手_物",可愛的小朋友就伸出小手，拉住我們的什麼,
L8 L1,"有_v 一個_m 小女孩_人 ，_x 跑_v 過_ug 來_v 撲_v 
在_p 我_r 身上_s",有一個誰，跑過來撲在我身上,
L8 L1,"有_v 一個_m 小女孩_人 ，_x 跑_v 過_ug 來_v 撲_v 
在_p 我_r 身上_s",有一個小女孩，跑過來撲在誰身上,
L8 L1,就_d 像_v 拉著_v 自己_r 的_uj 妹妹_人 一樣_r,就像拉著自己的誰一樣,
L8 L1,"回家_事 的_uj 時候_n ，_x 我_人 的_uj 腦海_n 中_s 
浮現_v 出_v 他們_人 渴望_v 有家_r 的_uj 樣子_n",做什麼事情的時候，我的腦害中浮現出他們渴望有家的樣子,
L8 L1,"回家_事 的_uj 時候_n ，_x 我_人 的_uj 腦海_n 中_s 
浮現_v 出_v 他們_人 渴望_v 有家_r 的_uj 樣子_n",回家的時候，誰的腦海中浮現出他們渴望有家的樣子,
L8 L1,"回家_事 的_uj 時候_n ，_x 我_人 的_uj 腦海_n 中_s 
浮現_v 出_v 他們_人 渴望_v 有家_r 的_uj 樣子_n",回家的時候，我的腦海中浮現出誰渴望有家的樣子,
L8 L1,"小女孩_人 的_uj 呼喚_v 聲_q 也_d 在_p 我_人 的_uj 耳邊_s 
響起_v ",誰的呼喚聲也在我的耳邊響起,
L8 L1,"小女孩_人 的_uj 呼喚_v 聲_q 也_d 在_p 我_人 的_uj 耳邊_s 
響起_v ",小女孩的呼喚聲也在誰的耳邊響起,
L8 L1,"我_人 覺得_v 我們_人 有_v 父母_人 的_uj 愛護_v 
，_x 真是太_nr 幸福_事 了_ul",我覺得有誰的愛護，真是太幸福了,
L8 L5,父母親_人 常_d 對_p 子女_人 說_zg,誰常對子女說,
L8 L5,父母親_人 常_d 對_p 子女_人 說_zg,父母親常對誰說,
L8 L5,"做人_事 
要_v 誠實_a ，_x 不要_df 說_v 謊_ng",做什麼事情要誠實，不要說謊,
L8 L5,"老師_人 也常_d 對_p 
學生_人 說_v",誰也常對學生說?,
L8 L5,"老師_人 也常_d 對_p 
學生_人 說_v",老師也常對誰說?,
L8 L5,"我_人 問_v 父親_人 ：_x 「_x 做人_事
為_p 什麼_r 要_v 誠實_a ？_x 」",誰問父親做人為什麼要誠實,o
L8 L5,"我_人 問_v 父親_人 ：_x 「_x 做人_事
為_p 什麼_r 要_v 誠實_a ？_x 」",我問誰做人為什麼要誠實,o
L8 L5,"做人_事
為_p 什麼_r 要_v 誠實_a",做什麼事情為什麼要誠實?,
L8 L5,我_人 又_d 問_v 母親_人,誰又問母親?,
L8 L5,我_人 又_d 問_v 母親_人,我又問誰?,
L8 L5,"做人_事 能_v 
實實_d 在_p 在_p ，_x 不_d 說謊_事 ，_x 不馬虎_i ，_x 他_人 就_d 
可以_c 受到_v 別人_人 的_uj 信任_物",做什麼事情能實實在在，不說謊，不馬虎，他就可以受到別人的信任,o
L8 L5,"做人_事 能_v 
實實_d 在_p 在_p ，_x 不_d 說謊_事 ，_x 不馬虎_i ，_x 他_人 就_d 
可以_c 受到_v 別人_人 的_uj 信任_物",做人能實實在在，不說謊，不馬虎，他就可以受到別人的什麼,
L8 L5,"你_人 誠實_a ，_x 我_人 就_d 喜歡_v 
跟_p 你_人 做_v 朋友_n",誰誠實，我就喜歡跟你做朋友?,
L8 L5,"你_人 誠實_a ，_x 我_人 就_d 喜歡_v 
跟_p 你_人 做_v 朋友_n",你誠實，誰就喜歡跟你做朋友?,
L8 L5,"你_人 不_d 誠實_a ，_x 我_人 就_d 不_d 
喜歡_v 跟_p 你_人 做_v 朋友_n",誰不誠實，我就不喜歡跟你做朋友,
L8 L5,"你_人 不_d 誠實_a ，_x 我_人 就_d 不_d 
喜歡_v 跟_p 你_人 做_v 朋友_n",你不誠實，誰就不喜歡跟你做朋友,
L8 L5,"大家_人 都_d 喜歡_v 和_c 
誠實_a 的_uj 人_人 做_v 朋友_n",誰都喜歡跟誠實的人做朋友?,
L8 L5,"大家_人 都_d 喜歡_v 和_c 
誠實_a 的_uj 人_人 做_v 朋友_n",大家都喜歡跟誠實的誰做朋友?,
L8 L5,"我_人 終_d 於_nr 明白_nr 什麼_r 是_v 「_x 誠實_a 」_x 
了_ul",誰終於明白什麼是誠實了?,
L8 L5,"誠實_a 的_uj 人_人 就是_d 說到做到_l 
，_x 不_d 說_v 假_a 話_n ，_x 不_d 騙_v 人_人",誠實的誰就是說到做到，不說假話，不騙人?,
L8 L3,中國_地方 有_v 一個_m 「_x 夸父追日_i 」_x 的_uj 傳說_n,哪裡有一個夸父追日的傳說?,
L8 L3,夸父_人 是_v 巨人族_n 裡_f 的_uj 英雄_人,誰是巨人族裡的英雄?,
L8 L3,他_人 跑步_事 像_v 飛_v 的_uj 一樣_m,誰跑步像飛一樣?,
L8 L3,他_人 跑步_事 像_v 飛_v 的_uj 一樣_m,他做什麼事情像飛的一樣?,
L8 L3,"有一天_時間 ，_x 他_人 拿著_v 一根_m 大_a 木棒_物 
準備_v 去_v 山上_地方 打_v 老虎_物 ",何時，他拿著一根大木棒準備去山上打老虎?,o
L8 L3,"有一天_時間 ，_x 他_人 拿著_v 一根_m 大_a 木棒_物 
準備_v 去_v 山上_地方 打_v 老虎_物 ",有一天，誰拿著一根大木棒準備去山上打老虎?,o
L8 L3,"有一天_時間 ，_x 他_人 拿著_v 一根_m 大_a 木棒_物 
準備_v 去_v 山上_地方 打_v 老虎_物 ",有一天，他拿著一根什麼準備去山上打老虎?,o
L8 L3,"有一天_時間 ，_x 他_人 拿著_v 一根_m 大_a 木棒_物 
準備_v 去_v 山上_地方 打_v 老虎_物 ",有一天，他拿著一根大木棒準備去哪裡打老虎?,o
L8 L3,"他_人 拿著_v 一根_m 大_a 木棒_物 
準備_v 去_v 山上_地方 打_v 老虎_物 ",他拿著一根大木棒準備去山上打老虎?,
L8 L3,"他_人 拿著_v 一根_m 大_a 木棒_物 
準備_v 去_v 山上_地方 打_v 老虎_物 ",有一天，誰拿著一根大木棒準備去山上打老虎?,
L8 L3,"他_人 拿著_v 一根_m 大_a 木棒_物 
準備_v 去_v 山上_地方 打_v 老虎_物 ",有一天，他拿著一根什麼準備去山上打老虎?,
L8 L3,"他_人 拿著_v 一根_m 大_a 木棒_物 
準備_v 去_v 山上_地方 打_v 老虎_物 ",有一天，他拿著一根大木棒準備去哪裡打老虎?,
L8 L3,"夸父_人 決定_v 去_v 找_v 太陽_n ，
_x 問_v 一_m 問_v 這_r 兩個_m 問題_n",誰決定去找太陽，問一問這兩個問題,o
L8 L3,"夸父_人 拿著_v 手上_s 的_uj 大_n 木棒_物 ，_x 開_zg 
始_vg 追_v 太陽_n",誰拿著手上的大木棒，開始追太陽?,o
L8 L3,"夸父_人 拿著_v 手上_s 的_uj 大_n 木棒_物 ，_x 開_zg 
始_vg 追_v 太陽_n",夸父拿著手上的什麼，開始追太陽?,o
L8 L3,夸父_人 決定_v 去_v 找_v 太陽_n ,誰決定去找太陽?,
L8 L3,夸父_人 拿著_v 手上_s 的_uj 大_n 木棒_物 ,誰拿著手上的大木棒?,
L8 L3,夸父_人 拿著_v 手上_s 的_uj 大_n 木棒_物 ,夸父拿著手上的什麼?,
L8 L3,他_人 使出_v 全身_n 的_uj 力量_n 跑_v,誰使出全身的力量跑?,
L8 L3,"他_人 跑_v 啊_y 
跑_v 啊_y",誰跑啊跑啊,
L8 L3,"於_nr 
是_v 跑_v 到_v 北邊_f 的_uj 大河_地方 去_v 喝水_事", 於是跑去北邊的哪裡去喝水?,
L8 L3,"於_nr 
是_v 跑_v 到_v 北邊_f 的_uj 大河_地方 去_v 喝水_事",於是跑去北邊的大河去做什麼?,
L8 L3,"他_人 大_d 
口_q 大口_n 的_uj 喝_vg ，_x 一下子_m 就_d 把_p 河水_物 喝_vg 
光_n 了_ul",誰大口大口的喝，一下子就把河水喝光了?,o
L8 L3,"他_人 大_d 
口_q 大口_n 的_uj 喝_vg ，_x 一下子_m 就_d 把_p 河水_物 喝_vg 
光_n 了_ul",他大口大口的喝，一下子就把什麼喝光了?,o
L8 L3,"他_人 大_d 
口_q 大口_n 的_uj 喝_vg ",誰大口大口的喝,
L8 L3,"一下子_m 就_d 把_p 河水_物 喝_vg 
光_n 了_ul",一下子就把什麼喝光了?,
L8 L3,夸父_人 喝光_v 了_ul 河水_物,誰喝光了河水?,
L8 L3,夸父_人 喝光_v 了_ul 河水_物,夸父喝光了什麼?,
L8 L3,他_人 想去_v 南邊_f 的_uj 大海_地方 喝水_事,誰想去南邊的大海喝水,
L8 L3,他_人 想去_v 南邊_f 的_uj 大海_地方 喝水_事,他想去南邊的哪裡喝水,
L8 L3,他_人 想去_v 南邊_f 的_uj 大海_地方 喝水_事,他想去南邊的大海做什麼,
L8 L3,"可惜_v 
他_人 還_d 沒_d 跑_v 到_v 大海_地方 ，_x 就_d 累死_v 在_p 路上_s 
了_ul",可惜誰還沒跑到大海，就累死在路上了,o
L8 L3,"可惜_v 
他_人 還_d 沒_d 跑_v 到_v 大海_地方 ，_x 就_d 累死_v 在_p 路上_s 
了_ul",可惜他還沒跑到哪裡，就累死在路上了,o
L8 L3,"可惜_v 
他_人 還_d 沒_d 跑_v 到_v 大海_地方",可惜誰還沒跑到大海,
L8 L3,"可惜_v 
他_人 還_d 沒_d 跑_v 到_v 大海_地方",可惜他還沒跑到哪裡,
L8 L3,"夸父_人 丟_v 在_p 身旁_s 的_uj 大_n 
木棒_物 ，_x 變成_v 了_ul 一片_m 森林_地方",誰丟在身旁的大木棒，變成了一片森林,o
L8 L3,"夸父_人 丟_v 在_p 身旁_s 的_uj 大_n 
木棒_物 ，_x 變成_v 了_ul 一片_m 森林_地方",夸父丟在身旁的什麼，變成了一片森林,o
L8 L3,"夸父_人 丟_v 在_p 身旁_s 的_uj 大_n 
木棒_物 ",誰丟在身旁的大木棒,
L8 L3,"夸父_人 丟_v 在_p 身旁_s 的_uj 大_n 
木棒_物 ",夸父丟在身旁的什麼,
L8 L3,"夸父_人 的_uj 
身子_物 就_d 變成_v 了_ul 一座_m 大山_地方",誰的身子就變成了一座大山?,
L8 L3,"夸父_人 的_uj 
身子_物 就_d 變成_v 了_ul 一座_m 大山_地方",夸父的什麼就變成了一座大山,
L8 L4,從前_時間 有_v 兩個_m 和尚_人,何時有兩個和尚,
L8 L4,從前_時間 有_v 兩個_m 和尚_人,從前有兩個誰?,
L8 L4,"一個_m 和尚_人 
很_d 有_v 錢_物 ，_x 另外_c 一個_m 和尚_人 很_d 窮_a",一個和尚很有什麼，另外一個和尚很窮,o
L8 L4,"一個_m 和尚_人 
很_d 有_v 錢_物 ",一個和尚很有什麼,
L8 L4,"有一天_時間 ，_x 這_r 兩個_m 和尚_人 碰面_v 
了_ul",何時，這兩個和尚碰面了,o
L8 L4,"窮和尚_人 說_zg ：_x 「_x 我_人 希望_v 有_v 機會_n 到_v 
南海_地方 拜佛取經_事",誰說我希望有機會到南海拜佛取經,o
L8 L4,"窮和尚_人 說_zg ：_x 「_x 我_人 希望_v 有_v 機會_n 到_v 
南海_地方 拜佛取經_事",窮和尚說我希望有機會到哪裡拜佛取經,o
L8 L4,"窮和尚_人 說_zg ：_x 「_x 我_人 希望_v 有_v 機會_n 到_v 
南海_地方 拜佛取經_事",窮和尚說我希望有機會到南海做什麼事情?,o
L8 L4,"我_人 希望_v 有_v 機會_n 到_v 
南海_地方 拜佛取經_事",我希望有機會到哪裡拜佛取經?,
L8 L4,"我_人 希望_v 有_v 機會_n 到_v 
南海_地方 拜佛取經_事",我希望有機會到南海做什麼事情?,
L8 L4,我_人 也_d 想_v 去_v 南海_地方 拜佛取經_事,誰也想去南海拜佛取經?,
L8 L4,我_人 也_d 想_v 去_v 南海_地方 拜佛取經_事,我也想去哪裡拜佛取經,
L8 L4,我_人 也_d 想_v 去_v 南海_地方 拜佛取經_事,我也想去南海做什麼事情?,
L8 L4,"你_人 什麼_r 都_d 沒有_v ，_x 竟然_d 要_v 
去_v 南海_地方 拜佛取經_事",誰什麼都沒有，竟然要去南海拜佛取經,o
L8 L4,"你_人 什麼_r 都_d 沒有_v ，_x 竟然_d 要_v 
去_v 南海_地方 拜佛取經_事",你什麼都沒有，竟然要去哪裡拜佛取經,o
L8 L4,"你_人 什麼_r 都_d 沒有_v ，_x 竟然_d 要_v 
去_v 南海_地方 拜佛取經_事",你什麼都沒有，竟然要去南海做什麼事情?,o
L8 L4,"竟然_d 要_v 
去_v 南海_地方 拜佛取經_事",竟然要去哪裡拜佛取經,
L8 L4,"竟然_d 要_v 
去_v 南海_地方 拜佛取經_事",竟然要去南海做什麼事情?,
L8 L4,"我_人 想_v 只要_c 有_v 決心_物 
，_x 帶_v 一個_m 缽_ng 、_x 一根_m 木杖_n ，_x 就_d 夠_v 
了_ul 。",誰想只要有決心，帶一個缽、一根木杖，就夠了,o
L8 L4,"我_人 想_v 只要_c 有_v 決心_物 
，_x 帶_v 一個_m 缽_ng 、_x 一根_m 木杖_n ，_x 就_d 夠_v 
了_ul 。",我想只要有什麼東西，帶一個缽、一根木杖，就夠了,o
L8 L4,我_人 想_v 只要_c 有_v 決心_物 ,誰想只要有決心,
L8 L4,我_人 想_v 只要_c 有_v 決心_物 ,我想只要有什麼東西,
L8 L4,"窮和尚_人 就_d 下_v 
定_v 決心_v",誰就下定決心?,
L8 L4,"只_d 帶_v 了_ul 缽_物 和_c 木杖_物 ，_x 動身_n 
到_v 南海_地方 去_v 了_ul",只帶了什麼東西和木杖，動身到南海去了?,o
L8 L4,"只_d 帶_v 了_ul 缽_物 和_c 木杖_物 ，_x 動身_n 
到_v 南海_地方 去_v 了_ul",只帶了缽和什麼東西，動身到南海去了?,o
L8 L4,"只_d 帶_v 了_ul 缽_物 和_c 木杖_物 ，_x 動身_n 
到_v 南海_地方 去_v 了_ul",只帶了缽和木杖，動身到哪裡去了?,o
L8 L4,只_d 帶_v 了_ul 缽_物 和_c 木杖_物 ,只帶了什麼東西和木杖,
L8 L4,只_d 帶_v 了_ul 缽_物 和_c 木杖_物 ,只帶了缽和什麼東西,
L8 L4,"動身_n 
到_v 南海_地方 去_v 了_ul",動身到哪裡去了?,
L8 L4,他_人 靠著_v 兩條_m 腿_物,他靠著兩條什麼?,
L8 L4,"如果_c 肚子_n 
餓_v 了_ul ，_x 就_d 拿著_v 缽_物",如果肚子餓了，就拿著什麼,o
L8 L4,就_d 拿著_v 缽_物,就拿著什麼?,
L8 L4,"向_p 一些_m 居民_人 化_n 
緣_zg",向誰化緣?,
L8 L4,要_v 一些_m 粗糙_a 的_uj 食物_物 吃_v,要一些粗糙的什麼吃?,
L8 L4,"走累_v 
了_ul ，_x 就_d 到_v 樹上_地方 或_c 山洞_地方 裡_zg 休息_事",走累了，就到哪裡或山洞休息,o
L8 L4,"走累_v 
了_ul ，_x 就_d 到_v 樹上_地方 或_c 山洞_地方 裡_zg 休息_事",走累了，就到樹上或哪裡休息,o
L8 L4,"走累_v 
了_ul ，_x 就_d 到_v 樹上_地方 或_c 山洞_地方 裡_zg 休息_事",走累了，就到樹上或山洞做什麼事情,o
L8 L4, 就_d 到_v 樹上_地方 或_c 山洞_地方 裡_zg 休息_事,就到哪裡或山洞休息,
L8 L4, 就_d 到_v 樹上_地方 或_c 山洞_地方 裡_zg 休息_事,就到樹上或哪裡休息,
L8 L4, 就_d 到_v 樹上_地方 或_c 山洞_地方 裡_zg 休息_事,就到樹上或山洞做什麼事情,
L8 L4,"窮和尚_人 到_v 了_ul 南海_地方 ，_x 取得_v 
一些_m 經書_物 回來_v 了_ul",誰到了南海，取得一些經書回來了,o
L8 L4,"窮和尚_人 到_v 了_ul 南海_地方 ，_x 取得_v 
一些_m 經書_物 回來_v 了_ul",窮和尚到了哪裡，取得一些經書回來了,o
L8 L4,"窮和尚_人 到_v 了_ul 南海_地方 ，_x 取得_v 
一些_m 經書_物 回來_v 了_ul",窮和尚到了南海，取得一些什麼東西回來了,o
L8 L4,窮和尚_人 到_v 了_ul 南海_地方 ,誰到了南海,
L8 L4,窮和尚_人 到_v 了_ul 南海_地方 ,窮和尚到了哪裡,
L8 L4," 取得_v 
一些_m 經書_物 回來_v 了_ul",取得一些什麼東西回來了,
L8 L4,"而_c 富和尚_人 還_d 在_p 
計畫_事 ，_x 要_v 如何_r 去_v 南海_地方 取經_事",而誰還在計畫，要如何去南海取經,o
L8 L4,"而_c 富和尚_人 還_d 在_p 
計畫_事 ，_x 要_v 如何_r 去_v 南海_地方 取經_事",而富和尚還在做什麼事情，要如何去南海取經,o
L8 L4,"而_c 富和尚_人 還_d 在_p 
計畫_事 ，_x 要_v 如何_r 去_v 南海_地方 取經_事",而富和尚還在計畫，要如何去哪裡取經,o
L8 L4,"而_c 富和尚_人 還_d 在_p 
計畫_事 ，_x 要_v 如何_r 去_v 南海_地方 取經_事",而富和尚還在計畫，要如何去南海做什麼事情,o
L8 L4,"而_c 富和尚_人 還_d 在_p 
計畫_事 ",而誰還在計畫,
L8 L4,"而_c 富和尚_人 還_d 在_p 
計畫_事 ",而富和尚還在做什麼事情,
L8 L4,要_v 如何_r 去_v 南海_地方 取經_事,要如何去哪裡取經,
L8 L4,要_v 如何_r 去_v 南海_地方 取經_事,要如何去南海做什麼事情,
L8 L7,泰國_地方 是_v 個_q 熱帶_n 地方_n,哪裡是個熱帶地方?,
L8 L7," 出產_vn 很多_m 
水果_物",出產很多什麼?,
L8 L7,這些_r 水果_物 很_d 受_v 觀光客_人 的_uj 喜愛_v,這些什麼很受觀光的喜愛?,
L8 L7,"紅毛丹_物 ，_x 長_a 得_ud 像_v 一團_m 團_n 
紅毛球_物",什麼長得像一團團紅毛球?,o
L8 L7,"紅毛丹_物 ，_x 長_a 得_ud 像_v 一團_m 團_n 
紅毛球_物",紅毛丹長得像一團團什麼東西?,o
L8 L7,"打開_v 外皮_物 可以_c 看到_v 白色_n 
果肉_物",打開什麼可以看到白色果肉,
L8 L7,"打開_v 外皮_物 可以_c 看到_v 白色_n 
果肉_物",打開外皮可以看到白色的什麼,
L8 L7,"泰國_地方 的_x 榴槤_物 ，_x 可是_c 世上_s 最獨_d 
特的_d 水果_物",哪裡的榴槤，可是世上最獨特的水果,o
L8 L7,"泰國_地方 的_x 榴槤_物 ，_x 可是_c 世上_s 最獨_d 
特的_d 水果_物",泰國的什麼，可是世上最獨特的水果,o
L8 L7,"泰國_地方 的_x 榴槤_物 ，_x 可是_c 世上_s 最獨_d 
特的_d 水果_物",泰國的榴槤，可是世上最獨特的什麼,o
L8 L7,泰國_地方 的_x 榴槤_物,哪裡的榴槤,
L8 L7,泰國_地方 的_x 榴槤_物,泰國的什麼,
L8 L7,"可是_c 世上_s 最獨_d 
特的_d 水果_物",可是世上最獨特的什麼,
L8 L7,"外皮_物 長_a 了_ul 一根_m 根_p 尖利_a 
的_uj 刺_物",什麼東西長了一根根尖利的刺,
L8 L7,"榴槤_物 外_f 
表並_v 不_d 好看_v",什麼東西外表並不好看,
L8 L7,"但是_c 裡面_f 的_uj 果肉_物 ，_x 

會_v 散_v 發出_v 一種_m 特有_b 的_uj 味道_n",但是裡面的什麼東西，會散發出一種特有的味道,o
L8 L7,但是_c 裡面_f 的_uj 果肉_物 ,但是裡面的什麼東西,
L8 L7,"喜歡_v 
它_r 的_uj 人_人 ，_x 說_v 這_r 是_v 全世界_n 最_d 好吃_v 的_uj 
水果_物",喜歡它的誰，說這是全世界最好吃的水果,o
L8 L7,"喜歡_v 
它_r 的_uj 人_人 ，_x 說_v 這_r 是_v 全世界_n 最_d 好吃_v 的_uj 
水果_物",喜歡它的人，說這是全世界最好吃的甚麼東西,o
